"","Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"552","Conserved","GO:0032648","regulation of interferon-beta production","55/13543","60/18986",0.916666666666667,1.28507962292943,3.48863839185628,0.000111958851432443,0.00129807363979644,0.000826454450600663,"3148/91947/26137/5495/10622/8780/10621/23515/407017/7528/3659/3320/58509/5971/1660/56829/10211/57506/23586/10293/55703/4939/10475/79671/81844/1654/7098/4938/10623/9636/3665/3661/29110/114609/54476/8767/148022/5781/7187/4940/9111/7097/201292/64135/140885/3663/84282/340061/11128/51311/54106/7099/661/5802/5966",55
"553","Conserved","GO:0002237","response to molecule of bacterial origin","299/13543","375/18986",0.797333333333333,1.11778562110808,3.63384692267156,0.000112973047366692,0.00130746383932519,0.00083243298059668,"3148/51510/2241/51135/79577/7855/11221/57162/210/6868/23097/8106/64332/10949/5599/25819/55122/1604/51571/29126/10594/10318/5734/5606/25/3717/3164/6648/55914/3146/4067/55829/4792/85363/58509/54623/9646/10270/2355/841/387/6197/4064/27250/5106/1869/5914/5581/1432/274/23118/3454/10221/2643/5336/406991/10935/1019/2876/6891/2879/23521/11019/840/55593/824/6376/10865/3592/2353/5594/8792/4791/6833/19/90933/4795/4091/153090/10014/4258/7292/9261/5737/129607/3587/22904/1267/1053/842/949/5595/57088/728/5027/10563/331/3656/92140/9572/834/27086/2920/3576/406938/57048/5142/8564/7128/9516/196/4282/5054/10062/79155/5609/3661/4790/10417/4669/5578/10225/3158/2263/64127/1051/4057/114609/2706/345611/8767/2921/654/9971/207/4208/26191/7867/958/5732/148022/445/3248/114769/3394/27178/11213/5122/1440/79931/23328/100133941/356/284297/2634/613/9590/5105/1373/5976/2693/1524/117854/5743/133/3032/7097/7431/3620/2056/1236/1906/929/7474/4016/968/671/3552/115362/23643/28964/1234/1437/6415/2635/8754/948/57402/4129/140885/6347/1991/2048/6590/1543/9450/9076/3663/149233/11009/389643/11093/7538/22900/7133/27063/10333/2950/3066/7096/54/4842/81793/497189/3764/4317/23641/5972/4843/2149/249/706/80149/114548/59307/3569/4851/6556/3055/2326/3965/388325/8140/941/84639/1734/7189/56300/3297/6714/2672/1671/567/942/4435/558/1636/55765/1269/22843/1728/342979/4615/3586/54106/923/820/7056/4318/22914/57379/3627/1268/63826/4846/64170/1439/7099/717/5196/23729/3654/10068/7494/11027/5724/4283/1910/1291/7001/6622/6915/6372/3595/7369/623/7356/406934/245937/1594/2213/7412/7054/6278/2919/10804/6374/5197/768218",299
"554","Conserved","GO:0031400","negative regulation of protein modification process","274/13543","342/18986",0.801169590643275,1.12316368957788,3.62551552487143,0.000115269707003592,0.00133163560437362,0.000847822602718798,"26271/10464/64798/1647/22876/5997/11221/3300/152559/6609/3843/101929977/203228/10196/80279/1020/10363/7532/4869/84131/5570/819/801/11315/64175/23603/7016/3315/5562/10625/10519/6895/2776/2729/6737/5770/54431/2810/135112/1399/51527/8850/9474/25/324/55074/26524/22933/51637/59343/6125/10013/11261/1027/64793/5062/25998/4067/10401/10527/5478/58509/5071/9555/7251/5771/10129/10362/1849/151636/58533/10253/10114/401265/84919/27250/5170/26973/57493/5581/10491/5987/65125/1609/23411/6188/10221/6640/142679/4221/5663/6135/22863/1026/1499/54552/2539/9353/5753/1981/51422/56940/3087/5859/153090/8651/23770/23624/23435/64359/1028/5583/857/7023/4137/1843/2629/3984/6872/26146/54765/28999/8878/55022/5621/5590/56288/116496/4040/5795/409/5582/11142/5800/1845/9467/79706/51085/7026/9636/8440/11338/5777/5144/51160/103/10459/2534/7128/3304/493/57761/64092/5580/5788/150678/8473/3303/8864/11329/10507/57732/7345/5569/54625/51654/207/54922/26191/9647/153769/23251/56271/8692/10399/407040/11213/8613/650/183/6201/201163/5167/2874/4092/7498/161742/104/2039/55869/4041/1407/80725/100506658/10636/200734/9479/3301/6317/5591/4916/25937/84707/7249/9683/634/6547/54984/5347/6659/84875/407002/57465/1756/5470/408/140885/84313/3486/2048/9770/575/7453/9425/123879/2950/3066/5348/3642/154043/2041/2932/9113/51035/619552/138429/706/80149/64780/406921/11314/51547/84101/80254/6608/79899/11122/27018/79643/9961/91662/9655/22843/11006/808/6423/6546/348/4763/1622/55859/199731/4690/9052/6456/6422/4908/6622/2192/406893/406929/1029/3458/7040",274
"555","Conserved","GO:0030833","regulation of actin filament polymerization","115/13543","135/18986",0.851851851851852,1.19421540716675,3.57212740314624,0.000115893288638378,0.00133642711222635,0.000850873248590162,"2241/830/5756/1955/93663/382/51571/10787/57731/10092/253260/136319/118/2185/832/342184/55971/2475/2059/10094/9168/5581/274/10565/23191/54434/10435/26999/9353/5296/57704/9873/5921/81873/23580/6711/10458/10109/29766/51466/51429/89848/3071/23189/6840/256949/5962/91663/81553/54942/375189/54961/85464/8440/55604/7111/2934/64223/10456/7408/5580/57580/64857/23406/9530/10602/120/442721/11078/6712/2006/1440/2039/6709/7114/3059/1236/50853/5217/11135/6710/10344/29767/10178/57482/80115/55243/119/9113/2314/343578/822/11151/3055/9026/79822/11013/56203/10677/85477/1739/2885/25959/8195/5063/4690/11344/146206/148170/25802/6366/2017/7429/163782/246",115
"556","Conserved","GO:0001666","response to hypoxia","255/13543","317/18986",0.804416403785489,1.12771541329626,3.61706230094648,0.000117919784348278,0.0013549131415242,0.000862642889940817,"57142/51142/472/10397/210/6868/2043/23256/329/57103/3709/890/405/7012/1263/132864/5230/29988/5467/5291/10525/7009/26608/4193/5562/847/5770/6885/5165/22933/4929/1027/6722/54890/7019/18/2185/6262/54583/6648/3163/2034/4780/4089/5366/112398/2355/5034/2475/1958/6326/5978/5581/84709/84890/23411/4891/112399/867/7049/4204/7037/9475/30001/139341/406991/4194/5352/378938/4824/54471/23409/6095/6839/824/10370/2353/5371/22937/7428/7391/2068/4323/283/7352/10869/9124/2627/468/54541/1803/2030/596/857/842/4000/1387/2309/83990/677/1365/50809/6548/3708/360/664/8751/7351/6517/9777/406938/5351/5468/9131/158/5465/8614/25828/64223/7852/8994/4352/2263/3778/8996/9520/23576/6513/1374/7422/665/2022/7057/28996/846/3767/27113/5740/114990/28984/317/3339/407040/126374/650/100133941/1788/29997/1312/5105/5743/133/4609/7097/59341/2056/29979/406937/51129/8837/4017/1536/1906/1909/57521/952/5024/10060/101/6547/10273/64428/3552/6659/94/56776/6649/22953/4602/1543/65018/4880/84962/3779/4151/3624/3976/4842/4088/3764/4985/3291/4843/7043/57085/3777/6781/5664/100/3751/4851/7515/5228/205/3099/3952/1139/7042/2277/768/84069/3297/6714/7010/114131/7424/1141/358/6387/863/1179/4313/134/1636/2660/10449/64344/3673/572/26355/9915/5328/538/5327/1813/4763/51378/7184/2023/4693/6261/6532/3654/4524/7423/430/79625/4921/6422/3741/1386/7412/7054/2792/7040",255
"557","Conserved","GO:0042254","ribosome biogenesis","255/13543","317/18986",0.804416403785489,1.12771541329626,3.61706230094648,0.000117919784348278,0.0013549131415242,0.000862642889940817,"27292/131870/10171/1964/25879/196074/55759/84128/29063/65083/6207/90459/84946/55299/5036/6189/1662/2483/11103/51106/29102/115416/57050/163859/85865/8886/4869/51187/153443/8780/10600/84549/10885/22984/6194/90441/55813/25926/55651/7514/84154/6218/51202/6229/25983/10412/6228/102724159/81554/51406/55781/102157402/92345/134430/8850/11224/54955/23195/1983/51118/51068/6125/55636/404672/54680/57602/6208/5901/54853/27340/55319/51602/51441/84769/6205/51001/51093/84864/51013/29889/55127/51018/56915/23029/51096/27042/10436/23160/51550/81887/23378/51388/3669/6210/9221/161424/6223/51367/4927/26574/10200/64434/51575/79033/9790/23481/23246/22803/10556/55272/9188/113000/11157/10199/2752/6155/6191/10521/23517/6135/6217/23404/8450/118460/10438/6839/5303/1736/30836/114049/55153/55006/54552/55341/64282/8568/51335/54606/387338/29777/79066/55661/2068/130916/51119/9775/9045/28987/55011/7520/79979/117246/26284/29081/54512/9092/10248/51010/10813/2971/112479/22907/6838/91582/2197/57647/6165/1654/64745/220064/55226/166378/6203/51042/64794/65095/54663/9326/79039/51065/79707/285855/51077/23016/55720/317781/5393/56342/79954/6209/26155/54059/708/10607/6130/80135/26149/10775/55646/90121/128061/10514/4809/4931/6169/83743/6041/11137/57455/84273/120379/79922/2091/4839/27341/6232/6201/29997/27349/11340/57418/7248/55695/57109/55027/5591/84881/81875/26164/29960/27079/88745/26609/79631/9816/388524/79050/22868/84135/51547/9724/54913/91695/115939/85395/10360/81691/83732/84916/9875/51116/1029/6233/345630/56902",255
"558","Conserved","GO:0002792","negative regulation of peptide secretion","45/13543","48/18986",0.9375,1.31428597799601,3.43892053615988,0.000118417309803113,0.00135779823426397,0.00086447976395326,"56943/5530/3667/2308/5715/5071/5978/6720/2781/23409/130399/6833/4544/94121/84522/972/7351/152/2775/415116/9607/7447/3767/5781/2693/1392/3625/5211/2150/1113/338557/3033/2867/150/353500/8609/3745/3952/8622/91942/1813/2281/131177/90007/6422",45
"559","Conserved","GO:0002066","columnar/cuboidal epithelial cell development","50/13543","54/18986",0.925925925925926,1.29806022518125,3.45976204554394,0.000118807345498097,0.00135779823426397,0.00086447976395326,"56913/3572/7855/688/57103/28514/6009/10413/5170/5914/2931/406/5915/1026/51092/652/1021/639/9575/286451/137964/2194/25803/654/207/5991/1000/5916/388364/7474/579/2697/3642/2932/10220/389015/4821/5241/6608/6714/3202/4825/54106/572/168620/2624/6098/653/5080/7040",50
"560","Conserved","GO:0033138","positive regulation of peptidyl-serine phosphorylation","50/13543","54/18986",0.925925925925926,1.29806022518125,3.45976204554394,0.000118807345498097,0.00135779823426397,0.00086447976395326,"11235/5894/11315/57600/85456/10142/7295/10013/10253/2074/8312/7037/79109/1389/1956/351/1981/857/673/369/2641/10459/29110/345611/8767/207/9530/117854/5743/57521/4916/85440/5217/5058/10178/65018/3976/4842/4985/9113/3456/3569/89780/6789/6423/219736/5008/4908/6622/3458",50
"561","Conserved","GO:0015849","organic acid transport","286/13543","358/18986",0.798882681564246,1.11995766020666,3.61434793599174,0.000121742014580697,0.00138760495979875,0.000883457039371866,"50640/153129/2181/5997/26503/10560/51660/5825/10434/2058/23204/54407/25874/1836/5467/51024/10165/206358/115286/8501/118980/10955/8660/7957/84068/10057/256987/121260/1497/18/6509/4067/9673/81855/1376/80727/376497/646486/5243/81579/65010/6576/5660/6542/5205/123/23169/10166/6541/5663/5319/10998/6812/54896/123096/89845/23657/120103/788/85320/2180/8792/10550/55144/126321/2055/145389/6833/6520/208/9963/3993/2171/11000/201232/6558/32/9429/8273/8600/81539/117247/10257/301/57030/320/28232/5027/6505/6533/84062/6567/5608/8604/10861/9194/11046/785/1645/220832/189/55238/10999/11230/7351/246213/3688/8431/5468/22930/6539/8564/5465/1814/84879/4282/147011/1066/8647/55089/9152/123264/114571/10755/8864/11001/1468/6506/6513/124565/375611/94081/1374/10864/207/1581/55117/157724/7057/284111/846/6512/6510/5947/6580/6573/552/51542/5244/6582/1201/124935/225/29015/1244/2172/10478/7200/51703/5743/6507/8714/9962/5025/1906/162515/28965/4036/9123/28231/634/11309/29803/9057/83733/55244/3552/3351/9376/551/2550/159963/94097/8884/5592/9536/7439/2697/948/4363/3775/151473/133418/23428/1381/347051/6519/6860/10991/56923/6529/81034/79751/10599/2670/2182/3764/151258/2911/9056/59272/6534/54977/4828/4843/152078/113235/6555/2173/729330/1375/83758/6556/4915/23507/9075/6850/388662/284129/8140/3952/5321/387700/6581/56301/56262/2917/368/391013/5999/2912/134/1109/6566/55867/57190/1636/115019/6540/2169/5320/54716/220963/7223/348/285641/26279/1813/4763/64849/115111/28234/65012/146167/2352/4923/135/2348/57709/200931/1579/1811/222962/215/140679/6538/6622/53919/80131/9368/50487/553/7369/30814/2170/22925",286
"562","Conserved","GO:0050817","coagulation","197/13543","241/18986",0.817427385892116,1.14595557472847,3.59691404039419,0.000121849060532327,0.00138760495979875,0.000883457039371866,"3998/3572/308/6814/2768/5912/7414/388552/4627/23173/7006/221037/5291/5051/3315/29071/2776/22875/2717/50808/10019/6722/3705/5359/3717/4067/5478/4780/8525/11234/5627/8546/10627/80856/79803/10672/1432/1609/966/160851/5336/50848/11117/5663/5156/6812/81542/10461/23657/2157/2677/5329/60/7391/196527/857/8761/2923/2191/55330/5154/1607/84062/9158/5795/5873/2159/79056/7454/2153/26258/5777/5054/152/2147/5580/5578/710/10077/2158/302/8527/2160/2244/7103/3356/7035/5294/2243/71/958/7057/2621/3570/9060/5028/6288/5345/1465/7410/1606/22821/5341/5624/5340/1608/6469/5638/10855/6484/10451/3170/725/1906/22915/2316/51156/634/7450/6521/3611/7448/5265/2815/928/2150/84959/57834/284/5592/948/3818/84830/9162/2048/2267/3053/150/954/11093/151/953/3690/5023/79987/5270/239/2149/350/375033/3569/89780/2778/6850/2161/462/2207/5321/3083/2812/2266/7094/653145/6714/83706/64805/5055/558/7409/79057/959/10398/3673/7056/1192/84034/114897/80274/348/10544/5328/5327/4846/65991/3710/7099/5196/135/6532/7301/646960/7001/6915/2192/79001/89781/1311",197
"563","Conserved","GO:0055074","calcium ion homeostasis","264/13543","329/18986",0.802431610942249,1.12493292219963,3.60576579265199,0.000124485395325654,0.00141510928966995,0.000900968430972431,"8805/160335/10939/5333/27069/6717/221154/84899/7466/9885/1816/5910/3709/7779/58515/1729/90550/801/3954/56172/27020/5291/817/7009/27032/23241/23155/63892/84068/9474/25/55636/488/9709/25998/2185/6262/10367/4067/9217/481/80024/57130/118987/5587/5170/63933/10989/5581/55177/64072/811/57620/5311/30001/5336/91689/55013/5663/6376/858/3074/5371/30968/351/55151/540/219931/84502/83636/23236/468/287/596/857/4907/7531/8600/578/5314/54499/10467/5027/3708/7220/2260/196541/785/3064/309/2902/664/5777/5144/1814/23400/8614/2147/493/783/9365/10523/5788/7052/8996/392862/2915/3356/5579/2946/1003/2829/958/159371/10312/1907/846/114/7225/79085/1535/779/51542/5028/1201/26059/29887/845/6786/205251/356/844/2039/8989/57192/23007/2247/10518/2907/286097/6346/7421/59341/5031/27185/1236/1906/57338/5350/5331/2316/1909/9472/79572/2898/797/79568/1258/7474/6263/6547/1760/492/2815/8326/5332/84959/3351/187/444/1234/1756/794/10590/51196/57402/9001/491/1991/581/4880/123041/7226/54757/489/5335/6543/9446/3690/2911/5023/55503/2827/79734/2149/284612/249/6781/11151/5664/84239/3791/1139/5330/2812/1193/525/6375/2833/5745/9256/368/83795/6444/9899/6387/57113/134/3062/130733/57190/7504/729230/57214/775/808/5741/6546/7223/348/79054/2852/10345/796/3627/1268/1813/1812/9187/5030/7184/3710/4923/6261/11330/2281/3357/9104/4283/1230/6366/6622/2835/490/7369/54923/623/1594/55858/406922/57158/56302/7040/57003",264
"564","Conserved","GO:0033500","carbohydrate homeostasis","216/13543","266/18986",0.81203007518797,1.13838905763264,3.58536373102192,0.000130609475021266,0.00148209333357465,0.000943615673399252,"56943/5530/3953/51167/6717/26137/7466/5295/6814/6434/6774/25874/3667/1408/90550/5894/11315/6194/9990/10670/5562/8660/2308/2729/51094/22841/8938/2730/79602/4087/6722/64710/10497/83667/5127/55777/80024/4089/5771/54976/200186/5936/8398/2355/9024/5106/6794/5581/6597/3607/23411/2081/283450/100381270/1946/2876/57727/5164/51092/1050/4884/79058/221937/5296/64282/5836/55144/2264/8840/7391/407037/6833/25942/4544/3098/3643/2171/6810/3480/55011/10891/55198/5950/2030/84522/2309/26056/2542/28999/55638/6934/9854/6598/8655/2821/221395/5795/9572/2626/4938/2641/51085/6514/7351/6517/81628/406938/222546/23516/5468/57048/5727/415116/9607/2822/8473/7447/5007/10524/10723/9971/207/1581/64478/56652/846/3767/2621/114/3169/10399/5781/653361/7425/133308/56670/65220/54795/4041/1407/5105/3383/1080/6443/59341/3170/5799/1392/57521/9501/7776/29850/100302169/5547/6659/5176/4760/7074/240/80010/2867/1725/111/6927/2646/5798/5213/150/4088/55107/8609/3569/3745/3171/2201/3099/3651/3952/2864/5166/8622/3488/7392/56262/26291/6566/4825/1636/51548/572/168620/2852/8111/1268/91942/80201/648791/79727/55088/252983/2281/1584/5080/5076/7494/100422913/2200/4804/50507/2645/7054/5443/10804/1215/2538/7040",216
"565","Conserved","GO:1901988","negative regulation of cell cycle phase transition","232/13543","287/18986",0.808362369337979,1.13324728230458,3.58784514627105,0.000131099716156266,0.00148245341990032,0.000943844932308249,"26271/7272/84142/79577/4361/472/4683/11130/891/3364/55159/80279/58493/26272/163859/131601/25988/7517/2146/545/9184/65123/983/1263/51347/1063/1030/51143/6419/60561/4998/54962/55755/4193/261726/9344/27183/1112/7465/54465/9183/10769/57646/54888/324/26058/1027/25906/440275/90381/4067/60672/8525/9555/7158/5527/4436/8738/51379/144455/151636/221150/10106/701/29980/1032/9024/1869/11200/220134/25896/1432/54908/51343/63967/2074/55367/5311/57405/1017/6118/57805/79791/29086/348654/5934/10263/1026/55795/3275/5371/10111/10116/990/144715/580/58190/340152/51360/29117/9575/1111/79960/10385/596/116224/10403/1843/83990/677/25949/147841/23026/55031/9314/8883/79035/29933/785/22809/332/8555/323/51065/10217/51720/5629/8914/84444/10459/56984/11073/55055/57099/406968/51776/10457/11329/64859/4303/9894/988/25793/5514/55544/55743/28984/90/5781/57082/8379/29997/11170/1407/9088/7114/9587/9212/51514/51322/146956/5591/9319/407026/5888/4582/322/54984/5347/5988/197342/26270/672/407015/5883/80198/83540/9577/6347/3624/123879/5932/5933/595/56241/7756/2273/51339/51451/8899/79621/91607/57551/81620/10388/5810/57662/84101/80254/835/221711/84446/8870/9675/84861/54584/9735/23476/27339/9656/1739/8720/1763/79968/407021/56155/79858/51512/25959/51149/65975/83666/135458/641/678/8328/1386/2765/5017/407032/406922/79027",232
"566","Conserved","GO:0046785","microtubule polymerization","88/13543","101/18986",0.871287128712871,1.22146181981412,3.52001593431566,0.000131170626019007,0.00148245341990032,0.000943844932308249,"26271/23116/81624/57606/55835/440145/29922/55605/54801/55125/55755/1859/10142/23332/10048/84722/25/4133/1027/10426/4134/51199/115106/121441/22974/23122/5879/114791/4733/81565/220134/5116/4233/54820/2288/6188/4204/22919/9793/57704/55559/1453/4137/282991/3304/6904/89795/1639/3303/4926/3925/7846/1003/9659/8851/85378/10382/100506658/79649/59341/256764/79998/122060/284001/6249/22924/5058/28964/2242/23271/122664/2258/7756/58497/57662/11075/8874/27175/4131/7283/24139/10844/51673/27124/6622/93323/221074/50810",88
"567","Conserved","GO:0051098","regulation of binding","180/13543","219/18986",0.821917808219178,1.15225072043486,3.57460089346763,0.000131336107669294,0.00148245341990032,0.000943844932308249,"9693/6815/285381/8658/3300/1203/64400/2043/151651/56998/25805/5599/22927/3725/5899/7009/6093/80011/6737/4781/23032/8189/146057/7295/25/54496/22933/51068/4133/161882/51053/4087/118/488/9802/1054/64710/3146/5901/5071/51341/4140/151636/4830/2011/55906/1869/9044/5914/4233/8239/6497/6612/1460/55355/8664/8721/2625/10211/4043/8487/5663/6135/1026/3646/7341/54552/79567/652/5329/60/1981/5516/10795/23557/3434/10014/65992/23028/26119/2959/406940/7023/6872/8536/602/3676/6934/3428/81494/51042/64324/6672/8751/2035/64388/84444/10459/255738/57761/114991/129531/302/8864/147138/4931/3925/8767/207/84630/3416/28996/3280/114769/2296/10399/650/9750/1601/6588/117854/9235/3433/2622/64855/5195/5792/5350/9759/627/7448/1663/23493/54984/5347/55182/1950/4760/7074/165904/6590/581/4035/489/166/51339/9421/119/2932/64771/1454/81620/5458/5824/26086/7189/9026/6608/9241/1193/23063/10763/3005/567/107126285/3077/640/340061/3586/4318/8091/51773/3479/387082/5457/5080/83666/120892/51176/3458",180
"568","Conserved","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","153/13543","184/18986",0.831521739130435,1.16571451961385,3.56296062044503,0.000132467041717218,0.00149258638554612,0.000950296364876485,"9693/154/1816/165082/23295/2771/2776/5734/57561/2931/10672/1609/84873/5140/55366/351/5573/19/8477/5737/80045/5577/10411/3360/221395/2492/3361/23266/2641/11069/54331/5144/5142/1814/152/493/5578/222487/115/577/57211/9289/4161/148/107/147/6344/266977/2015/5732/23566/7253/2774/114/116/122042/2696/10399/83550/5141/1901/59350/83873/64784/196883/2692/3375/133/23432/5350/9472/10203/108/797/8549/136/1113/221188/113/799/5138/338557/9038/333/111/153/6954/575/150/3363/151/4842/109/155/10267/5744/10268/2827/134864/2587/3362/134860/122876/2778/10266/2691/2782/6014/9170/1903/5575/2833/5745/114131/283383/118442/5139/1269/151306/5741/139760/112609/30817/2852/796/3627/1268/10149/1813/22859/1812/64123/5196/976/135/4159/576/1394/9294/4157/4283/27201/79924/2849/9368/1902/6915/2835/5598/5733/2830/146/5443",153
"569","Conserved","GO:0007044","cell-substrate junction assembly","84/13543","96/18986",0.875,1.22666691279628,3.51197438722511,0.000133078861740619,0.00149684484207375,0.000953007628892677,"10395/10580/7414/3987/5796/23603/57669/9344/6093/10420/23332/25/2185/123720/342184/23122/5879/387/10979/5786/667/7145/1946/9475/23499/5747/1613/395/90102/56940/4323/596/6548/3655/5795/22998/8829/1845/87/5339/9448/7422/71/9647/8861/7057/8394/55901/4653/3915/51057/2039/11170/7248/613/2042/55920/3678/3909/94/79834/10391/1307/2335/84962/29984/4088/3690/1009/88/3791/57662/8874/3691/6281/7094/6714/7010/3673/1308/6385/6422/2017/11037",84
"570","Conserved","GO:2001057","reactive nitrogen species metabolic process","80/13543","91/18986",0.879120879120879,1.23244399401824,3.50597770505108,0.000133446403865492,0.00149834558726166,0.000953963119784521,"384/435/5291/8570/3320/2717/3717/92/2185/6648/55829/5879/961/54996/4775/9722/5311/9475/2643/25824/6095/51070/351/340481/3643/857/80777/3326/8655/9314/64757/5465/6697/2644/493/10365/51078/23576/2099/1191/207/5447/23564/148022/445/5740/1545/1727/1373/1524/5743/7097/5025/1906/9057/948/140885/64902/1543/10333/54/4842/113277/4088/4843/706/80149/406921/64581/1728/3586/22914/348/4846/7099/9104/5806/406954/3458/4988",80
"571","Conserved","GO:0098876","vesicle-mediated transport to the plasma membrane","132/13543","157/18986",0.840764331210191,1.17867175606267,3.54597506340183,0.000136633734589164,0.00152762687977862,0.000972605863753789,"55610/9559/163882/51125/2181/23527/10311/22876/57120/10434/22853/60412/55763/29934/57020/4218/8724/10890/51762/84162/382/27032/9110/57724/392/51552/7879/10938/55204/84440/57706/8723/8766/64083/51375/8674/7260/23233/201475/3996/10640/54520/91461/23673/950/26088/81609/23499/10228/134957/143187/6711/112755/3993/23163/57182/55770/10564/9341/10139/54536/6653/6505/54918/3875/30845/85377/55275/10079/11021/150684/23062/50619/80262/149371/738/1445/163486/23513/57554/63971/6809/9912/288/10399/261729/10807/51201/1201/10123/123745/157680/5872/11267/11031/583/582/22883/9727/10133/2803/65009/312/25837/10791/56850/64284/50807/9495/79778/9135/30846/30844/401548/27065/88/23426/55737/28952/10815/169166/6844/114879/644150/79958/9919/11149/2060/80852/84079/286753/50487",132
"572","Conserved","GO:0070374","positive regulation of ERK1 and ERK2 cascade","163/13543","197/18986",0.82741116751269,1.15995188853252,3.55970677207683,0.000136645913702255,0.00152762687977862,0.000972605863753789,"9693/5908/2771/10519/1399/5245/25/5906/51277/2185/3146/10253/10979/64762/25778/3265/406991/5156/9378/6376/1956/5151/55801/8792/351/652/2264/7786/10392/6764/168667/10347/8600/5159/5154/5595/728/5590/972/2492/409/8829/673/56034/2641/2246/4282/152007/7066/5609/5578/9965/5788/2263/64127/10457/114609/2244/148/4838/3356/7422/8767/2243/26191/195827/846/2621/116/2261/5781/80310/5028/650/8482/5345/3084/26281/9258/960/9590/3375/2247/2651/406884/3383/59341/55532/2056/5031/4853/8837/8817/1236/65009/25865/57007/2150/3552/2066/285016/799/338557/1436/5604/284/948/408/1880/6464/920/3624/1490/3690/407010/6504/55294/10268/2149/4851/3965/388325/3791/8685/1139/284340/8622/2266/6714/7010/222166/26291/5320/2253/151306/388121/348/128853/2852/3479/1813/64170/2358/59/7099/389658/3357/7423/9290/54550/1116/1230/6366/2324/4238/4914/50507/5322/6278/1652/246/4988/7040",163
"573","Conserved","GO:0070665","positive regulation of leukocyte proliferation","139/13543","166/18986",0.837349397590361,1.17388434339885,3.54934558651685,0.00013677034408018,0.00152762687977862,0.000972605863753789,"5530/3572/57162/3568/57181/4860/4179/58515/4829/1604/598/8660/29126/6929/7048/3717/3146/4067/1947/63925/6188/7037/406991/3600/7297/51561/6541/1026/3592/5594/5747/912/3133/7292/3071/596/301/5595/972/940/8440/3559/3606/57678/4282/604/6777/4352/5788/3109/114609/8767/4208/958/148022/80381/79915/3280/3105/100133941/51293/4773/6469/3115/10451/2056/3594/952/1435/283234/648/5618/3552/1436/79679/1437/683/1725/146433/975/3485/2048/1880/149233/407030/5880/6480/59067/916/3113/10673/6504/54440/4828/3567/8744/1438/2214/11151/8772/100/3569/89780/128506/3965/6850/3952/941/7189/115352/3815/6375/1141/942/115650/729230/3481/959/7784/4615/54106/923/5741/11148/3574/970/3479/64926/84433/1439/23529/6869/57829/7099/4690/4254/160365/7412/7535",139
"574","Conserved","GO:0046942","carboxylic acid transport","285/13543","357/18986",0.798319327731092,1.11916789162686,3.58543757220256,0.000137360009435791,0.00153154017489383,0.000975097371219413,"50640/153129/2181/5997/26503/10560/51660/5825/10434/2058/23204/54407/25874/1836/5467/51024/10165/206358/115286/8501/118980/10955/8660/7957/84068/10057/256987/121260/1497/18/6509/4067/9673/81855/1376/80727/376497/646486/5243/81579/65010/6576/5660/6542/5205/123/23169/10166/6541/5663/5319/10998/6812/54896/123096/89845/23657/120103/788/85320/2180/8792/10550/55144/126321/2055/145389/6833/6520/208/9963/3993/2171/11000/201232/6558/32/9429/8273/8600/81539/117247/10257/301/57030/320/28232/5027/6505/6533/84062/6567/5608/8604/10861/9194/11046/785/1645/220832/189/55238/10999/11230/7351/246213/3688/8431/5468/22930/6539/8564/5465/1814/84879/4282/147011/1066/8647/55089/9152/123264/114571/10755/8864/11001/1468/6506/6513/124565/375611/94081/1374/10864/207/1581/55117/157724/7057/284111/846/6512/6510/5947/6580/6573/552/51542/5244/6582/1201/124935/225/29015/1244/2172/10478/7200/51703/5743/6507/8714/9962/5025/1906/162515/28965/4036/9123/28231/634/11309/29803/9057/83733/55244/3552/3351/9376/551/2550/159963/94097/8884/5592/9536/7439/2697/948/4363/3775/151473/133418/23428/1381/347051/6519/6860/10991/56923/6529/81034/79751/10599/2670/2182/3764/151258/2911/9056/59272/6534/54977/4828/4843/152078/113235/6555/2173/729330/1375/83758/6556/4915/23507/9075/6850/388662/284129/8140/3952/5321/387700/6581/56301/56262/2917/368/391013/5999/2912/134/1109/6566/55867/57190/1636/115019/6540/2169/5320/54716/220963/7223/348/285641/26279/1813/4763/64849/115111/28234/65012/146167/2352/4923/135/2348/57709/200931/1579/1811/215/140679/6538/6622/53919/80131/9368/50487/553/7369/30814/2170/22925",285
"575","Conserved","GO:0007006","mitochondrial membrane organization","103/13543","120/18986",0.858333333333333,1.20330182874302,3.52399729201913,0.000138028740656101,0.00153631989599834,0.000978140512731838,"10939/54927/27069/293/26519/599/10572/115209/84233/3954/23788/117145/598/2729/7417/285521/3320/291/10018/10367/84303/125988/9804/29928/5366/93974/8546/3313/9927/26520/10105/2931/10989/57143/3308/10452/28978/4976/139322/617/23787/1678/89941/84266/55735/2055/284114/26517/596/1267/100188893/54978/401505/578/26521/6548/10651/282991/664/25813/92609/8996/3303/203245/345778/55750/665/79135/55288/79594/137392/4580/140823/6687/400916/815/158234/79568/407026/8326/255027/581/65018/64112/90529/2932/637/7755/3099/90580/9026/2139/8870/440574/10449/572/407021/91137/83447/5830/6622/1386/54543",103
